Date,Product,Category,Region,Sales_Rep,Units_Sold,Price,Revenue,Cost
2024-12-08,Printer,Accessories,Asia,Rep_11,4,556.76,2227.04,1604.31
2024-08-24,Laptop,Electronics,NorthAmerica,Rep_5,4,304.08,1216.32,1069.69
2023-06-07,Smartphone,Electronics,South America,Rep_13,17,,12254.28,9567.31
2023-07-29,Monitor,Accessories,N. America,Rep_18,6,394.31,2365.86,1865.21
2024-01-31,Tablet,Electronics,South America,Rep_4,8,666.23,5329.84,3789.98
2023-12-03,Printer,Accessories,South America,Rep_10,19,833.11,15829.09,10608.29
2023-04-06,Tablet,Electronics,NorthAmerica,Rep_18,4,373.03,1492.12,1071.12
2023-07-01,Laptop,Electronics,South America,Rep_1,2,375.76,751.52,485.25
2023-07-11,Tablet,Electronics,N. America,Rep_13,13,552.77,7186.01,4490.35
2023-10-18, Tablet ,Electronics,Europe,Rep_10,2,870.33,1740.66,1271.38
2024-11-06,Printer,Accessories,NorthAmerica,Rep_15,2,262.57,525.14,391.59
2023-02-28,Smartphone,Electronics,N. America,Rep_6,5,790.51,3952.55,2615.66
2023-12-01, Monitor ,Accessories,South America,Rep_6,4,518.94,2075.76,1832.81
2023-04-24,Tablet,Electronics,South America,Rep_16,11,943.0,10373.0,6554.53
2023-03-12,Monitor,Accessories,Europe,Rep_5,17,234.46,3985.82,3001.3
2023-07-30,Smartphone,Electronics,South America,Rep_16,9,910.68,8196.12,7204.4
2023-06-12,Printer,Accessories,Asia,Rep_19,15,780.3,11704.5,8720.09
2023-07-27, Printer ,Accessories,South America,Rep_9,8,103.29,826.32,575.13
2023-07-26,Laptop,Electronics,Europe,Rep_15,19,872.96,16586.24,13080.94
2023-03-07,Monitor,Accessories,Europe,Rep_17,3,336.26,1008.78,621.11
2023-12-03,Printer,Accessories,South America,Rep_15,17,346.67,5893.39,4952.51
2024-04-18,Printer,Accessories,N. America,Rep_3,9,,4812.84,3488.45
2023-10-22,Router,Accessories,South America,Rep_12,5,152.4,762.0,669.11
2024-12-18,Router,Accessories,Asia,Rep_13,15,441.64,6624.6,5475.35
2024-09-19,Tablet,Electronics,South America,Rep_8,4,919.75,3679.0,2886.56
2023-07-03,Printer,Accessories,South America,Rep_15,15,830.96,12464.4,10716.98
2024-01-29,Router,Accessories,Europe,Rep_19,4,594.49,2377.96,1894.89
2023-04-08,Monitor,Accessories,NA,Rep_8,4,684.24,2736.96,2215.35
2023-06-11,Smartphone,Electronics,Asia,Rep_3,6,688.67,4132.02,3113.38
2024-12-15,Router,Accessories,Europe,Rep_16,19,148.11,2814.09,2064.72
2024-02-26,Printer,Accessories,NA,Rep_12,13,385.53,5011.89,4159.32
2023-03-20,Laptop,Electronics,Asia,Rep_14,10,781.47,7814.7,5405.39
2024-04-06,Tablet,Electronics,Asia,Rep_7,9,880.44,7923.96,6354.24
2024-06-02,Laptop,Electronics,South America,Rep_1,15,609.69,9145.35,7581.39
2023-03-16,Router,Accessories,South America,Rep_13,13,739.8,9617.4,8578.82
2023-12-18,Router,Accessories,South America,Rep_7,16,777.45,12439.2,9231.53
2024-02-11,Laptop,Electronics,NA,Rep_9,8,183.8,1470.4,1088.75
2023-04-28,Router,Accessories,Europe,Rep_11,16,677.14,10834.24,7845.0
2024-11-17, Router ,Accessories,South America,Rep_16,17,732.37,12450.29,11040.84
2024-04-17, Laptop ,Electronics,N. America,Rep_18,19,387.14,7355.66,6551.62
2024-11-03,Tablet,Electronics,South America,Rep_5,12,677.9,8134.8,5608.5
2024-04-27,Smartphone,Electronics,Europe,Rep_6,14,912.55,12775.7,10924.87
2023-01-19,Printer,Accessories,NorthAmerica,Rep_6,15,523.73,7855.95,5182.4
2023-10-29,Laptop,Electronics,South America,Rep_6,14,619.36,8671.04,6874.3
2023-03-21, Router ,Accessories,NorthAmerica,Rep_9,12,492.44,5909.28,4872.8
2023-06-07,Monitor,Accessories,Asia,Rep_6,19,274.72,5219.68,3972.08
2023-08-10,Router,Accessories,N. America,Rep_18,8,417.42,3339.36,2329.91
2023-08-10,Monitor,Accessories,NorthAmerica,Rep_17,5,486.5,2432.5,1803.0
2024-10-18,Router,Accessories,N. America,Rep_13,16,432.09,6913.44,5920.57
2024-12-07,Smartphone,Electronics,South America,Rep_2,15,413.89,6208.35,5017.36
2024-09-04,Laptop,Electronics,NorthAmerica,Rep_13,14,906.65,12693.1,9156.13
2023-07-26,Tablet,Electronics,Asia,Rep_8,18,920.42,16567.56,11658.36
2023-07-24,Laptop,Electronics,N. America,Rep_14  ,15,312.71,4690.65,3745.04
2023-01-29,Laptop,Electronics,Asia,Rep_7,11,848.12,9329.32,7743.62
2024-11-27, Router ,Accessories,NA,Rep_8,15,580.2,8703.0,5222.43
2023-04-09,Router,Accessories,Europe,Rep_6,12,708.3,,5733.98
2023-02-15,Monitor,Accessories,NA,Rep_11,9,825.32,7427.88,5079.94
2023-11-27,Printer,Accessories,Europe,Rep_20,2,738.21,1476.42,895.18
2023-08-01,Printer,Accessories,South America,Rep_14,16,317.21,5075.36,3164.8
2023-05-04,Tablet,Electronics,Europe,Rep_4,19,904.76,17190.44,11490.95
2024-01-01,Smartphone,Electronics,Europe,Rep_1,4,,3340.44,2965.9
2024-02-16,Router,Accessories,Asia,Rep_1,9,730.41,6573.69,4736.63
2024-02-03,Tablet,Electronics,South America,Rep_8,15,136.06,2040.9,1827.21
2023-03-09,Router,Accessories,Asia,Rep_20,1,102.62,102.62,61.86
2024-01-13,Laptop,Electronics,NorthAmerica,Rep_7,9,,3202.74,2484.47
2024-02-25,Smartphone,Electronics,South America,Rep_4,9,508.79,4579.11,3933.59
2024-12-30,Printer,Accessories,Europe,Rep_9,18,997.13,17948.34,11596.52
2023-04-08,Printer,Accessories,Asia,Rep_13,12,631.73,7580.76,5698.7
2024-11-25,Router,Accessories,Europe,Rep_11,9,235.55,2119.95,1865.12
2023-06-29,Router,Accessories,Asia,Rep_16,3,756.57,2269.71,1375.68
2023-03-11, Smartphone ,Electronics,NorthAmerica,Rep_20,1,221.95,221.95,162.97
2024-08-22,Monitor,Accessories,South America,Rep_17  ,5,574.53,2872.65,2524.95
2024-10-17,Router,Accessories,Europe,Rep_17  ,9,541.4,4872.6,3098.6
2024-08-24, Router ,Accessories,NorthAmerica,Rep_8,1,509.61,,390.76
2023-01-22,Printer,Accessories,NorthAmerica,Rep_10,16,113.66,1818.56,1245.94
2023-08-31,Router,Accessories,South America,Rep_8,16,800.66,12810.56,8189.85
2024-09-26,Laptop,Electronics,NA,Rep_5,15,130.87,1963.05,1470.85
2024-01-19,Monitor,Accessories,Asia,Rep_7,10,264.63,2646.3,1877.59
2023-06-05,Monitor,Accessories,Europe,Rep_2,4,975.67,3902.68,2600.88
2023-09-01,Router,Accessories,South America,Rep_11,1,152.45,152.45,133.6
2023-05-18,Smartphone,Electronics,Asia,Rep_2,1,601.04,601.04,493.75
2024-06-17, Monitor ,Accessories,Asia,Rep_1,15,514.06,7710.9,5315.15
2023-08-23,Router,Accessories,Asia,Rep_11,19,116.52,2213.88,1762.69
2023-09-06,Tablet,Electronics,NA,Rep_8,15,134.18,2012.7,1808.17
2024-12-04,Router,Accessories,Europe,Rep_20,9,930.9,8378.1,6759.32
2024-01-26,Printer,Accessories,Asia,Rep_6,17,138.85,2360.45,1635.51
2024-03-28, Router ,Accessories,N. America,Rep_3,5,852.01,4260.05,2611.83
2024-05-18,Laptop,Electronics,Europe,Rep_2,6,347.89,2087.34,1858.4
2024-10-11,Tablet,Electronics,Europe,Rep_5,12,281.26,3375.12,2996.12
2023-04-04,Tablet,Electronics,Europe,Rep_8  ,10,272.09,2720.9,1887.82
2024-06-03,Laptop,Electronics,South America,Rep_15,7,125.37,877.59,590.99
2023-11-15,Tablet,Electronics,Europe,Rep_8,16,972.5,15560.0,12715.58
2024-03-10, Tablet ,Electronics,Europe,Rep_10,5,926.46,4632.3,3346.43
2023-10-20,Printer,Accessories,South America,Rep_7,15,242.61,3639.15,3043.43
2023-10-06,Monitor,Accessories,NorthAmerica,Rep_12,12,823.94,9887.28,6127.63
2024-02-12,Monitor,Accessories,Europe,Rep_16,10,730.91,7309.1,4633.83
2024-03-27,Monitor,Accessories,South America,Rep_5,13,210.23,2732.99,2077.65
2024-05-08,Laptop,Electronics,South America,Rep_14,19,469.02,8911.38,6635.4
2023-03-27,Smartphone,Electronics,Europe,Rep_18,16,162.82,2605.12,1937.19
2023-06-29,Smartphone,Electronics,South America,Rep_15,18,950.61,17110.98,11717.6
2023-11-10,Monitor,Accessories,Asia,Rep_13,8,704.17,5633.36,3654.11
2024-07-29,Printer,Accessories,South America,Rep_3,10,925.98,9259.8,6104.38
2023-12-08,Tablet,Electronics,South America,Rep_7,7,762.63,5338.41,4443.03
2023-06-08,Tablet,Electronics,NA,Rep_1,3,219.32,657.96,547.69
2024-05-27,Router,Accessories,Asia,Rep_16,2,940.23,1880.46,1534.43
2024-02-19,Monitor,Accessories,South America,Rep_12,6,555.09,3330.54,2075.4
2024-01-29,Monitor,Accessories,Asia,Rep_19  ,19,193.56,3677.64,3268.35
2023-03-14,Monitor,Accessories,N. America,Rep_4,2,343.31,686.62,581.45
2024-01-30,Printer,Accessories,Europe,Rep_7  ,11,386.61,4252.71,3484.15
2024-03-22,Smartphone,Electronics,Asia,Rep_17,9,622.87,5605.83,4590.99
2024-12-27,Monitor,Accessories,Asia,Rep_2,18,666.3,11993.4,9712.18
2024-10-28,Monitor,Accessories,South America,Rep_8,9,649.92,5849.28,4604.89
2023-09-06,Monitor,Accessories,N. America,Rep_12,6,780.61,4683.66,3197.9
2024-10-08,Router,Accessories,N. America,Rep_5,13,836.07,10868.91,7650.41
2023-09-25, Printer ,Accessories,South America,Rep_5,19,190.85,3626.15,3222.08
2023-09-18,Tablet,Electronics,Europe,Rep_1,14,793.39,11107.46,7366.01
2023-04-30,Laptop,Electronics,South America,Rep_13,10,392.23,3922.3,3508.24
2024-12-24,Printer,Accessories,NA,Rep_17,13,802.08,10427.04,8668.7
2023-07-13,Monitor,Accessories,Europe,Rep_14,10,530.2,5302.0,3930.96
2023-09-16,Router,Accessories,Asia,Rep_17,2,441.93,883.86,663.41
2024-06-29,Router,Accessories,South America,Rep_19,8,603.9,4831.2,3603.7
2023-11-12,Router,Accessories,South America,Rep_3,1,258.77,258.77,218.36
2023-04-22,Router,Accessories,Asia,Rep_5,4,217.97,871.88,723.53
2023-10-03,Router,Accessories,Europe,Rep_13,8,338.58,2708.64,2221.88
2024-12-16,Smartphone,Electronics,N. America,Rep_6,15,221.97,3329.55,2515.54
2024-05-18,Laptop,Electronics,NorthAmerica,Rep_3,14,923.58,12930.12,8895.98
2024-12-14,Monitor,Accessories,South America,Rep_10,5,327.49,1637.45,1182.22
2024-03-17,Tablet,Electronics,Europe,Rep_12,7,510.69,3574.83,2328.04
2023-07-10,Router,Accessories,Europe,Rep_7,16,164.13,2626.08,2248.65
2024-05-13,Tablet,Electronics,N. America,Rep_15,9,650.49,5854.41,4506.28
2024-08-03,Tablet,Electronics,Europe,Rep_7  ,17,,16046.81,14019.72
2023-03-02,Router,Accessories,Europe,Rep_7,15,320.24,4803.6,3071.76
2023-09-23,Monitor,Accessories,South America,Rep_20  ,13,971.17,12625.21,8541.64
2023-04-22,Router,Accessories,Europe,Rep_3,9,591.75,5325.75,4105.32
2023-10-28,Laptop,Electronics,South America,Rep_4,18,605.43,10897.74,6777.77
2023-10-11,Laptop,Electronics,Asia,Rep_1,7,141.46,990.22,755.7
2024-08-22,Tablet,Electronics,South America,Rep_16,3,726.29,2178.87,1414.9
2024-11-19,Laptop,Electronics,N. America,Rep_2,15,971.3,14569.5,12149.01
2023-09-30,Laptop,Electronics,NA,Rep_4,16,207.78,3324.48,2525.21
2023-08-05,Printer,Accessories,N. America,Rep_13,5,142.36,711.8,569.84
2024-09-09,Printer,Accessories,Asia,Rep_16,15,246.61,3699.15,3121.06
2024-04-29, Smartphone ,Electronics,South America,Rep_11,1,849.89,849.89,746.9
2024-01-15,Router,Accessories,Asia,Rep_11,11,388.6,4274.6,3273.07
2023-09-03, Smartphone ,Electronics,South America,Rep_13,4,983.92,3935.68,3522.06
2024-09-17,Laptop,Electronics,Asia,Rep_11,13,807.1,10492.3,7320.83
2023-04-13,Laptop,Electronics,South America,Rep_13,1,702.96,702.96,421.86
2023-05-23,Laptop,Electronics,NA,Rep_17,5,272.34,1361.7,974.8
2023-10-14,Router,Accessories,Europe,Rep_12,14,501.07,7014.98,6093.87
2024-04-07,Printer,Accessories,South America,Rep_17,4,210.96,843.84,543.63
2024-02-28,Router,Accessories,Europe,Rep_1,10,487.16,4871.6,4201.77
2024-10-15,Smartphone,Electronics,NA,Rep_12,13,782.55,10173.15,7953.41
2023-02-16,Router,Accessories,Asia,Rep_15,6,145.41,872.46,550.84
2023-08-28,Printer,Accessories,South America,Rep_13,1,574.75,574.75,487.07
2024-09-19,Laptop,Electronics,Asia,Rep_14,17,934.91,15893.47,14064.91
2024-05-02,Router,Accessories,NorthAmerica,Rep_13,1,406.92,406.92,361.57
2023-10-28,Printer,Accessories,Europe,Rep_5,6,195.52,1173.12,877.3
2024-06-16,Printer,Accessories,N. America,Rep_5  ,10,980.44,9804.4,6348.9
2024-05-24,Laptop,Electronics,Asia,Rep_18,11,427.71,4704.81,3725.34
2024-04-23,Tablet,Electronics,South America,Rep_4,17,487.28,8283.76,5652.93
2024-05-08,Router,Accessories,Europe,Rep_8,17,702.97,11950.49,7428.36
2023-08-05,Tablet,Electronics,NorthAmerica,Rep_4,18,849.69,15294.42,10542.0
2024-03-21,Router,Accessories,NorthAmerica,Rep_6,4,462.15,1848.6,1193.16
2023-12-01,Monitor,Accessories,Asia,Rep_8,10,573.94,5739.4,3965.84
2023-09-21,Router,Accessories,South America,Rep_4,6,701.65,4209.9,3754.34
2024-11-12,Tablet,Electronics,South America,Rep_3,16,689.42,11030.72,8083.54
2024-12-09,Smartphone,Electronics,Europe,Rep_19,9,321.4,2892.6,2197.29
2024-09-07,Laptop,Electronics,Asia,Rep_13  ,15,161.21,2418.15,1591.47
2024-01-26,Router,Accessories,South America,Rep_8,10,695.43,6954.3,4665.65
2023-08-17, Smartphone ,Electronics,N. America,Rep_10,12,616.14,7393.68,4913.64
2023-03-31,Laptop,Electronics,N. America,Rep_11,9,269.55,2425.95,1496.51
2024-08-29,Tablet,Electronics,NA,Rep_19,14,993.49,13908.86,11614.94
2024-01-12,Tablet,Electronics,Asia,Rep_13,4,341.65,1366.6,1088.18
2024-08-13,Router,Accessories,N. America,Rep_10,11,949.64,10446.04,7509.48
2023-03-05,Printer,Accessories,Europe,Rep_13,17,561.32,9542.44,6492.03
2024-03-09,Smartphone,Electronics,Asia,Rep_5  ,9,657.61,5918.49,4750.53
2024-06-16, Router ,Accessories,Europe,Rep_4  ,16,946.58,15145.28,10583.47
2024-02-09,Laptop,Electronics,South America,Rep_11,17,112.17,1906.89,1236.91
2023-05-29,Smartphone,Electronics,Europe,Rep_16,4,710.91,2843.64,1856.4
2024-11-27,Monitor,Accessories,Europe,Rep_20,1,689.29,689.29,494.24
2023-10-18,Tablet,Electronics,NA,Rep_20,2,532.12,1064.24,757.7
2023-11-24,Smartphone,Electronics,NorthAmerica,Rep_9  ,9,621.22,5590.98,3671.73
2024-12-24,Printer,Accessories,South America,Rep_7,16,724.67,11594.72,8762.7
2024-05-21, Smartphone ,Electronics,South America,Rep_2,8,189.55,1516.4,1184.69
2023-12-08,Tablet,Electronics,Europe,Rep_8,17,170.83,2904.11,2201.88
2024-12-18, Router ,Accessories,NorthAmerica,Rep_6,13,629.93,8189.09,5132.65
2024-05-14,Router,Accessories,South America,Rep_10,13,551.66,7171.58,5976.68
2024-11-06,Tablet,Electronics,NA,Rep_18,2,718.69,1437.38,1002.75
2024-02-06,Smartphone,Electronics,South America,Rep_16,1,905.38,905.38,549.8
2023-12-23,Monitor,Accessories,South America,Rep_3,7,684.88,4794.16,2912.02
2024-06-24,Router,Accessories,Asia,Rep_10,14,582.92,8160.88,5577.68
2024-12-14, Tablet ,Electronics,South America,Rep_4  ,11,831.35,9144.85,5839.66
2023-05-15,Smartphone,Electronics,N. America,Rep_10  ,6,720.67,4324.02,2985.38
2024-04-13,Router,Accessories,Europe,Rep_19,17,721.55,12266.35,9466.22
2023-05-21,Monitor,Accessories,South America,Rep_10,5,626.57,3132.85,2362.02
2023-05-29,Tablet,Electronics,Europe,Rep_7,3,973.6,2920.8,1906.45
2024-10-28,Laptop,Electronics,Asia,Rep_19,17,180.57,3069.69,2241.28
2023-04-15,Router,Accessories,Europe,Rep_13,13,328.73,4273.49,3621.96
2024-03-13,Router,Accessories,Europe,Rep_2,18,877.56,15796.08,10893.91
2023-04-09,Smartphone,Electronics,South America,Rep_6,17,177.32,3014.44,2454.46
2023-02-23, Laptop ,Electronics,Asia,Rep_19,8,499.47,3995.76,2622.84
2024-03-20,Tablet,Electronics,South America,Rep_8,19,598.87,11378.53,8626.57
2023-02-04,Laptop,Electronics,Europe,Rep_13  ,12,378.67,,3631.23
2024-05-15,Smartphone,Electronics,Europe,Rep_13,18,294.51,5301.18,3472.39
2024-12-09,Router,Accessories,N. America,Rep_15,12,858.65,10303.8,7791.08
2024-10-27,Monitor,Accessories,Asia,Rep_15,19,304.78,5790.82,3960.23
2024-01-12,Laptop,Electronics,NA,Rep_4,4,505.64,2022.56,1670.8
2023-03-26,Laptop,Electronics,South America,Rep_17,1,405.69,405.69,329.58
2023-08-19,Laptop,Electronics,South America,Rep_9,9,330.42,,2364.89
2024-12-11,Router,Accessories,NorthAmerica,Rep_19,11,275.6,3031.6,2630.77
2023-07-05,Monitor,Accessories,South America,Rep_14,3,709.28,2127.84,1594.12
2023-11-02,Printer,Accessories,Europe,Rep_4,15,361.65,5424.75,4855.8
2023-11-30,Laptop,Electronics,Europe,Rep_13,19,996.67,18936.73,16165.63
2024-12-18,Laptop,Electronics,South America,Rep_18,17,922.43,15681.31,11141.39
2024-07-03,Printer,Accessories,South America,Rep_3,16,601.69,9627.04,8284.48
2024-06-15,Printer,Accessories,NA,Rep_7  ,12,685.71,8228.52,6453.22
2024-11-05,Laptop,Electronics,Europe,Rep_20,1,362.27,,253.9
2024-12-12,Tablet,Electronics,N. America,Rep_18,16,118.04,1888.64,1463.26
2024-04-02,Smartphone,Electronics,N. America,Rep_2,1,547.45,547.45,438.08
2023-05-12, Printer ,Accessories,Europe,Rep_6,10,589.76,5897.6,3552.73
2023-03-31,Printer,Accessories,Asia,Rep_2,18,148.79,2678.22,2189.83
2023-03-28,Laptop,Electronics,Asia,Rep_12,19,546.69,10387.11,7490.08
2024-07-11,Tablet,Electronics,South America,Rep_1,1,889.94,889.94,751.06
2023-09-12,Smartphone,Electronics,NA,Rep_17,3,895.39,2686.17,2363.83
2023-10-28,Router,Accessories,South America,Rep_5,13,403.16,5241.08,4040.06
2024-08-13,Monitor,Accessories,Asia,Rep_17,18,291.45,5246.1,4097.6
2023-12-27,Printer,Accessories,Europe,Rep_4,1,865.29,865.29,574.43
2024-11-09,Laptop,Electronics,Europe,Rep_2,8,464.37,3714.96,2793.3
2023-07-12,Tablet,Electronics,Asia,Rep_7,5,212.58,1062.9,679.12
2023-05-18,Printer,Accessories,Europe,Rep_19,2,302.72,605.44,487.04
2024-01-03,Smartphone,Electronics,Europe,Rep_20,7,394.25,2759.75,2158.14
2024-03-08,Laptop,Electronics,Asia,Rep_9,1,267.34,267.34,178.4
2024-01-26, Router ,Accessories,Europe,Rep_13  ,13,120.31,1564.03,991.37
2024-04-12, Laptop ,Electronics,Asia,Rep_14,18,838.52,15093.36,10347.6
2024-12-12,Tablet,Electronics,Europe,Rep_3  ,12,773.52,9282.24,7752.33
2024-10-06,Router,Accessories,Asia,Rep_7,19,749.04,14231.76,11347.5
2024-01-17,Printer,Accessories,Europe,Rep_14,16,755.75,12092.0,8542.44
2023-06-07,Smartphone,Electronics,South America,Rep_13,3,751.06,2253.18,1537.15
2023-01-27,Printer,Accessories,Europe,Rep_3,9,676.43,6087.87,4126.57
2023-10-04,Laptop,Electronics,N. America,Rep_18,19,852.34,16194.46,10438.79
2024-02-21,Laptop,Electronics,Asia,Rep_3  ,1,856.4,856.4,694.02
2024-01-07,Smartphone,Electronics,Asia,Rep_5,7,,1933.19,1639.39
2023-08-20,Smartphone,Electronics,NorthAmerica,Rep_4,5,454.31,2271.55,1493.68
2024-01-22,Tablet,Electronics,South America,Rep_4,2,794.6,1589.2,1152.76
2023-05-07,Tablet,Electronics,Asia,Rep_19,9,250.15,2251.35,1382.34
2024-05-16,Laptop,Electronics,Asia,Rep_19,6,947.63,5685.78,4441.3
2023-10-16,Printer,Accessories,Asia,Rep_20,19,615.41,11692.79,8771.63
2023-04-12,Laptop,Electronics,Europe,Rep_11,8,577.63,4621.04,3126.46
2024-02-03,Tablet,Electronics,Asia,Rep_18,1,588.32,588.32,394.12
2024-07-18,Printer,Accessories,South America,Rep_16,14,697.41,9763.74,6190.37
2024-08-29,Tablet,Electronics,Asia,Rep_1,1,363.4,363.4,260.84
2024-12-04,Printer,Accessories,Europe,Rep_5,11,927.88,10206.68,6292.9
2023-05-27,Monitor,Accessories,Asia,Rep_2,6,759.84,4559.04,2864.07
2024-10-16,Smartphone,Electronics,Europe,Rep_20,14,736.05,10304.7,7104.18
2024-03-04,Router,Accessories,South America,Rep_6,4,622.72,2490.88,2028.36
2024-03-25,Smartphone,Electronics,South America,Rep_17,16,667.4,10678.4,8759.3
2023-10-21, Smartphone ,Electronics,South America,Rep_17,19,454.91,8643.29,5189.3
2023-08-23, Smartphone ,Electronics,NA,Rep_10,9,735.09,6615.81,4940.48
2024-02-21,Smartphone,Electronics,NorthAmerica,Rep_3,13,475.7,6184.1,5066.04
2023-03-20,Router,Accessories,Europe,Rep_3  ,1,166.76,166.76,109.66
2023-06-19,Printer,Accessories,NorthAmerica,Rep_3,5,752.42,3762.1,3267.12
2023-10-20,Printer,Accessories,South America,Rep_1,18,898.25,16168.5,13632.16
2024-03-10,Router,Accessories,Europe,Rep_16,8,110.6,884.8,795.64
2024-05-24,Printer,Accessories,NA,Rep_13,5,374.12,1870.6,1221.15
2023-01-15,Printer,Accessories,Europe,Rep_1,18,622.21,11199.78,9757.37
2024-03-11,Router,Accessories,Asia,Rep_8,18,856.57,15418.26,13171.7
2024-11-08,Printer,Accessories,NA,Rep_20  ,16,892.79,14284.64,12023.73
2024-04-04,Tablet,Electronics,Europe,Rep_6,14,381.86,5346.04,3494.45
2023-03-18, Smartphone ,Electronics,Europe,Rep_17,6,525.59,3153.54,1929.09
2023-12-28,Laptop,Electronics,South America,Rep_16,16,145.54,2328.64,2044.28
2024-01-24,Tablet,Electronics,Asia,Rep_4,13,874.93,11374.09,8755.31
2023-12-13,Router,Accessories,Europe,Rep_18,9,756.57,6809.13,4794.9
2023-05-01,Smartphone,Electronics,Asia,Rep_16,18,435.59,7840.62,5046.77
2023-10-28,Smartphone,Electronics,Europe,Rep_1,18,911.06,16399.08,13532.53
2024-10-08,Printer,Accessories,South America,Rep_7,4,136.86,547.44,415.07
2023-11-09,Router,Accessories,N. America,Rep_15,14,985.24,13793.36,11037.52
2024-09-24,Monitor,Accessories,N. America,Rep_12,7,393.96,2757.72,2170.31
2023-01-07,Printer,Accessories,South America,Rep_11,10,505.02,5050.2,3534.17
2023-11-02,Smartphone,Electronics,NA,Rep_1,2,420.2,840.4,557.91
2023-12-25,Router,Accessories,Europe,Rep_13,17,563.11,9572.87,6318.54
2023-12-30,Laptop,Electronics,NA,Rep_14,9,716.9,6452.1,5379.13
2024-05-18,Tablet,Electronics,N. America,Rep_17,18,232.71,4188.78,2605.31
2024-06-10,Tablet,Electronics,South America,Rep_4,13,830.72,10799.36,9097.18
2024-05-14,Laptop,Electronics,Europe,Rep_9,12,744.69,8936.28,7156.31
2023-08-20, Monitor ,Accessories,South America,Rep_12,9,678.05,6102.45,3731.7
2023-11-03,Smartphone,Electronics,South America,Rep_6,5,369.11,1845.55,1282.62
2024-07-03,Smartphone,Electronics,N. America,Rep_15,6,349.68,2098.08,1663.44
2024-11-03,Monitor,Accessories,Europe,Rep_5,2,852.2,1704.4,1234.92
2023-12-29,Router,Accessories,South America,Rep_1,13,792.8,10306.4,7919.51
2024-01-03,Router,Accessories,Europe,Rep_4  ,14,976.87,13676.18,12252.47
2023-07-14,Smartphone,Electronics,N. America,Rep_5,4,620.09,2480.36,2045.79
2024-02-09,Monitor,Accessories,Asia,Rep_2,5,166.21,831.05,511.95
2023-06-14,Router,Accessories,Europe,Rep_16,3,255.2,765.6,592.49
2024-11-12,Smartphone,Electronics,NA,Rep_14  ,15,534.18,8012.7,5032.75
2024-05-15,Printer,Accessories,South America,Rep_5,7,345.06,2415.42,1572.0
2023-11-29,Monitor,Accessories,South America,Rep_5,6,747.09,4482.54,3455.39
2023-04-23,Laptop,Electronics,NA,Rep_5,19,894.22,16990.18,13162.61
2023-06-09,Smartphone,Electronics,N. America,Rep_8,1,710.31,710.31,514.5
2023-02-23,Router,Accessories,Asia,Rep_14  ,16,409.58,6553.28,4477.05
2024-09-03,Router,Accessories,NorthAmerica,Rep_14,1,189.99,189.99,115.91
2024-05-06,Smartphone,Electronics,Asia,Rep_16,14,725.34,10154.76,8517.16
2023-03-26,Monitor,Accessories,Europe,Rep_20,19,,11376.44,9426.63
2023-06-06,Router,Accessories,Europe,Rep_8,19,114.27,2171.13,1362.59
2023-10-15,Laptop,Electronics,Asia,Rep_8,13,430.08,5591.04,3752.27
2024-11-13,Monitor,Accessories,Europe,Rep_16,10,165.14,1651.4,1463.54
2024-12-24,Laptop,Electronics,Europe,Rep_7,6,930.08,5580.48,4061.29
2024-08-28,Router,Accessories,Europe,Rep_8,13,149.22,1939.86,1401.0
2023-05-04,Tablet,Electronics,South America,Rep_2,1,104.81,,86.41
2023-10-08,Tablet,Electronics,Europe,Rep_14,2,225.75,451.5,283.92
2023-01-19,Printer,Accessories,Europe,Rep_3,11,736.78,8104.58,5987.72
2023-02-22,Monitor,Accessories,South America,Rep_17,8,261.68,2093.44,1858.72
2023-11-10,Router,Accessories,Europe,Rep_8,9,829.13,,4673.35
2023-12-11,Monitor,Accessories,South America,Rep_2,6,607.48,3644.88,2751.64
2024-06-06,Monitor,Accessories,NorthAmerica,Rep_10,19,698.75,13276.25,8279.2
2023-04-23,Smartphone,Electronics,Asia,Rep_9,16,706.78,11308.48,7237.89
2023-12-26,Router,Accessories,South America,Rep_8,19,517.05,9823.95,7661.0
2023-11-24,Laptop,Electronics,Europe,Rep_2,12,112.36,1348.32,1181.7
2023-01-01,Laptop,Electronics,Asia,Rep_7  ,4,242.45,969.8,782.08
2023-10-20,Monitor,Accessories,Asia,Rep_20,9,900.39,8103.51,6124.79
2023-04-14,Monitor,Accessories,Europe,Rep_9  ,10,773.54,7735.4,5249.32
2024-05-18,Smartphone,Electronics,Asia,Rep_10,18,902.64,,10706.02
2023-04-25,Laptop,Electronics,N. America,Rep_18,15,172.85,2592.75,2004.59
2023-05-14, Smartphone ,Electronics,Asia,Rep_12  ,11,741.99,,6511.78
2024-08-26, Printer ,Accessories,Asia,Rep_8,17,575.05,9775.85,8176.32
2024-10-27,Smartphone,Electronics,Europe,Rep_19,19,192.65,3660.35,2985.77
2024-01-29,Laptop,Electronics,NA,Rep_5,1,368.69,,323.39
2024-10-06,Router,Accessories,NA,Rep_2,3,123.17,369.51,259.51
2024-08-23,Router,Accessories,Europe,Rep_7,7,774.64,5422.48,3964.94
2024-12-22,Monitor,Accessories,NorthAmerica,Rep_3,10,509.95,5099.5,3106.86
2024-07-13,Printer,Accessories,Asia,Rep_10,12,111.71,1340.52,1184.25
2024-04-30,Tablet,Electronics,Europe,Rep_2  ,14,459.64,6434.96,5506.58
